Customer_id,Customer Name (Scrubbed),Transaction ID,Purchase Date,Status,Transaction Type,Amount
100002,"Darakjy, Josephine",IDBBN0YTKV,11/8/2017,Pending,Breakfast,7.9
100002,"Darakjy, Josephine",TXL3ZJKP9D,11/8/2017,Pending,Dinner,10.5
100002,"Darakjy, Josephine",KXXKDZ2KWH,11/8/2017,Pending,Ground Transportation,8.99
100002,"Darakjy, Josephine",GORWMWT0SA,11/9/2017,Pending,Breakfast,7.9
100002,"Darakjy, Josephine",10N8OD548G,11/9/2017,Pending,Ground Transportation,6
100002,"Darakjy, Josephine",WAG4GM6WST,11/9/2017,Pending,Hotel/Lodging,525.78
100002,"Darakjy, Josephine",1L5W9KYYS1,10/30/2017,Posted,Ground Transportation,7
100002,"Darakjy, Josephine",03WCXK9ZP1,11/13/2017,Posted,Breakfast,13.02
100002,"Darakjy, Josephine",47NRY341QO,11/13/2017,Posted,Dinner,44.95
100002,"Darakjy, Josephine",RH930CO7BC,11/13/2017,Posted,Ground Transportation,403.33
100002,"Darakjy, Josephine",K55ZP5RZL6,11/14/2017,Posted,Breakfast,10.19
100002,"Darakjy, Josephine",MS6JGAK08H,11/14/2017,Posted,Dinner,29.15
100002,"Darakjy, Josephine",9949978NX4,11/15/2017,Posted,Breakfast,10.31
100002,"Darakjy, Josephine",XZCNIOUUU8,11/15/2017,Posted,Dinner,29.7
100002,"Darakjy, Josephine",M79QXJ9IIY,11/16/2017,Posted,Breakfast,10.31
100002,"Darakjy, Josephine",M60LE34L42,11/16/2017,Posted,Ground Transportation,27.27
100002,"Darakjy, Josephine",F55N0KUYC5,11/16/2017,Posted,Hotel/Lodging,788.67
100003,"Venere, Art",J4HK13V4JO,10/26/2017,Pending,Air Travel,818.67
100003,"Venere, Art",IJ2E0PL0NH,10/30/2017,Pending,Dinner,12.6
100003,"Venere, Art",OZ2G3HF7N5,10/30/2017,Pending,Ground Transportation,82.54
100003,"Venere, Art",ZR7QDRFIXQ,10/31/2017,Pending,Dinner,14.6
100003,"Venere, Art",3DBAG9H1M0,11/1/2017,Pending,Dinner,43.85
100003,"Venere, Art",KK67REKE4V,11/1/2017,Pending,Ground Transportation,13.06
100003,"Venere, Art",81Z1Q2T6Z3,11/2/2017,Pending,Breakfast,3.58
100003,"Venere, Art",FBCI6ZN0BN,11/2/2017,Pending,Ground Transportation,42.31
100003,"Venere, Art",PWZV7T9HIN,11/3/2017,Pending,Hotel/Lodging,788.67
100003,"Venere, Art",P1CZKL4BWF,11/3/2017,Pending,Air Travel,941.1
100003,"Venere, Art",DLGBKDEZOK,11/6/2017,Pending,Dinner,14.6
100003,"Venere, Art",X0X1QBEQNV,11/6/2017,Pending,Ground Transportation,74.3
100003,"Venere, Art",FGOVYAX29D,11/8/2017,Pending,Ground Transportation,12.81
100003,"Venere, Art",WQ33A3ADTT,11/10/2017,Pending,Ground Transportation,40.2
100003,"Venere, Art",VN2DL9ILJA,11/7/2017,Pending,Dinner,29.2
100003,"Venere, Art",VERIEKCBNO,11/8/2017,Pending,Dinner,20.4
100003,"Venere, Art",O97ZKBY1TO,11/9/2017,Pending,Ground Transportation,30.77
100003,"Venere, Art",NTKKQBL7Y8,11/10/2017,Pending,Hotel/Lodging,788.67
100004,"Paprocki, Lenna",REM195E6D0,10/30/2017,Pending,Air Travel,373.42
100004,"Paprocki, Lenna",E1ZH87MZUW,10/30/2017,Pending,Breakfast,11.62
100004,"Paprocki, Lenna",W4KIOXHYSH,10/30/2017,Pending,Dinner,48
100004,"Paprocki, Lenna",BHCRR770M5,10/30/2017,Pending,Ground Transportation,25.55
100004,"Paprocki, Lenna",W15VRIAAPT,10/31/2017,Pending,Dinner,33
100004,"Paprocki, Lenna",DF0M0YHCQR,10/31/2017,Pending,Ground Transportation,8.21
100004,"Paprocki, Lenna",G8AK1H6GD2,11/1/2017,Pending,Breakfast,18.19
100004,"Paprocki, Lenna",F9UPEXV861,11/1/2017,Pending,Dinner,44.35
100004,"Paprocki, Lenna",UQD7KU5PJ4,11/1/2017,Pending,Hotel/Lodging,29.1
100004,"Paprocki, Lenna",27O5LUYCJW,11/2/2017,Pending,Air Travel,283.98
100004,"Paprocki, Lenna",NLKEH3IJN4,11/2/2017,Pending,Breakfast,5.82
100004,"Paprocki, Lenna",DHGDJ0JB6S,11/2/2017,Pending,Gasoline Charges,20.34
100004,"Paprocki, Lenna",4JWZAQQ42A,11/2/2017,Pending,Ground Transportation,41
100004,"Paprocki, Lenna",R6C0COX3E1,11/2/2017,Pending,Hotel/Lodging,788.67
100004,"Paprocki, Lenna",0FCM5PIU1Q,11/6/2017,Pending,Air Travel,287.36
100004,"Paprocki, Lenna",07PKFNZE5A,11/6/2017,Pending,Breakfast,8.86
100004,"Paprocki, Lenna",F2ZB05KPOR,11/6/2017,Pending,Ground Transportation,21.32
100004,"Paprocki, Lenna",L9CPYHZ06I,11/7/2017,Pending,Breakfast,5.38
100004,"Paprocki, Lenna",GBBCRK2RFZ,11/7/2017,Pending,Dinner,38
100004,"Paprocki, Lenna",MLRVVOV7QM,11/7/2017,Pending,Ground Transportation,10.33
100004,"Paprocki, Lenna",TFYV04MVPP,11/8/2017,Pending,Breakfast,6.64
100004,"Paprocki, Lenna",LA2WZKTGDX,11/8/2017,Pending,Dinner,40
100004,"Paprocki, Lenna",84SIGYK0H4,11/8/2017,Pending,Ground Transportation,7.3
100004,"Paprocki, Lenna",GP7G31Z588,11/9/2017,Pending,Air Travel,364.61
100004,"Paprocki, Lenna",LLJJ0RR0OJ,11/9/2017,Pending,Breakfast,8.04
100004,"Paprocki, Lenna",UK4UGD6U30,11/9/2017,Pending,Ground Transportation,61.34
100004,"Paprocki, Lenna",OSQXIIGCQ3,11/9/2017,Pending,Hotel/Lodging,788.67
100004,"Paprocki, Lenna",ZQBIGNXEKF,11/3/2017,Pending,Air Travel,25
100004,"Paprocki, Lenna",YOVYW5RI4I,11/5/2017,Pending,Air Travel,595.1
100004,"Paprocki, Lenna",2U4QQTRKUT,11/13/2017,Pending,Breakfast,8.86
100004,"Paprocki, Lenna",NFX7NM3B7D,11/13/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",AP2JKRATBJ,11/13/2017,Pending,Ground Transportation,21.1
100004,"Paprocki, Lenna",8OQ52LC9M0,11/13/2017,Pending,Hotel/Lodging,788.67
100004,"Paprocki, Lenna",55NN6QVIQM,11/14/2017,Pending,Breakfast,5.1
100004,"Paprocki, Lenna",QCX82MPMVB,11/14/2017,Pending,Dinner,71.1
100004,"Paprocki, Lenna",T58AYO6MD5,11/14/2017,Pending,Ground Transportation,17.89
100004,"Paprocki, Lenna",UJTBKN1QFP,11/15/2017,Pending,Breakfast,5.71
100004,"Paprocki, Lenna",1CI3I8ECUG,11/15/2017,Pending,Dinner,22.6
100004,"Paprocki, Lenna",VPIIP8OQU0,11/16/2017,Pending,Breakfast,5.71
100004,"Paprocki, Lenna",J6MZ8V9L02,11/16/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",V693T4T1DX,11/16/2017,Pending,Ground Transportation,41
100004,"Paprocki, Lenna",CH7K8Q5A4J,11/10/2017,Pending,Air Travel,506.7
100004,"Paprocki, Lenna",O7DZA8L6TE,11/19/2017,Pending,Dinner,37.4
100004,"Paprocki, Lenna",V72719KMRZ,11/19/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",A21K6FMSAQ,11/20/2017,Pending,Breakfast,5.71
100004,"Paprocki, Lenna",G3HK7Q9KLJ,11/21/2017,Pending,Breakfast,7.08
100004,"Paprocki, Lenna",AQP1JOS56B,11/21/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",RTVZHBKX53,11/21/2017,Pending,Ground Transportation,62.08
100004,"Paprocki, Lenna",WG2ZFERDZD,11/21/2017,Pending,Hotel/Lodging,525.78
100004,"Paprocki, Lenna",8QRWPF9N0W,11/16/2017,Pending,Air Travel,645.29
100004,"Paprocki, Lenna",JXFO6SYPC3,11/27/2017,Pending,Breakfast,8.8
100004,"Paprocki, Lenna",M76ZJYBH0B,11/27/2017,Pending,Dinner,31.61
100004,"Paprocki, Lenna",JMX09WXG2P,11/27/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",GAOW5NBD7J,11/27/2017,Pending,Ground Transportation,24.34
100004,"Paprocki, Lenna",TVY0WH2ZQL,11/28/2017,Pending,Breakfast,12.24
100004,"Paprocki, Lenna",56CYZW0IP9,11/30/2017,Pending,Breakfast,9.68
100004,"Paprocki, Lenna",JJ1UOCC08O,11/30/2017,Pending,Gasoline Charges,10.17
100004,"Paprocki, Lenna",UOLXMGEY5H,11/30/2017,Pending,Ground Transportation,41
100004,"Paprocki, Lenna",OU07KGU4BD,11/30/2017,Pending,Hotel/Lodging,788.67
100005,"Foller, Donette",5NR7V03R4A,10/23/2017,Pending,Breakfast,14.16
100005,"Foller, Donette",OW3KX5LR3C,10/23/2017,Pending,Dinner,34.71
100005,"Foller, Donette",C6DH7U1NWT,10/23/2017,Pending,Ground Transportation,458.77
100005,"Foller, Donette",64F6YZL5OH,10/24/2017,Pending,Breakfast,13.15
100005,"Foller, Donette",843VLI8J5U,10/24/2017,Pending,Ground Transportation,50.08
100005,"Foller, Donette",ZCOHRDM6A3,10/25/2017,Pending,Dinner,38.58
100005,"Foller, Donette",FFRK6JEVJK,10/25/2017,Pending,Ground Transportation,33.01
100005,"Foller, Donette",SVZ2R0QD5F,10/26/2017,Pending,Dinner,31
100005,"Foller, Donette",NF2CVLB4E0,10/26/2017,Pending,Ground Transportation,42.16
100005,"Foller, Donette",A2GZB8X0DW,10/26/2017,Pending,Hotel/Lodging,861
100005,"Foller, Donette",4KBV2F9GBW,10/30/2017,Posted,Air Travel,368.66
100005,"Foller, Donette",MIEIZFQB29,10/30/2017,Posted,Breakfast,11.35
100005,"Foller, Donette",GLJ82NFMOG,10/30/2017,Posted,Dinner,29.7
100005,"Foller, Donette",P1HXTEO5J8,10/30/2017,Posted,Ground Transportation,61.28
100005,"Foller, Donette",YUU98I2S20,10/31/2017,Posted,Breakfast,11.28
100005,"Foller, Donette",22XZFJEMLO,10/31/2017,Posted,Dinner,39.15
100005,"Foller, Donette",AXSROQXEIP,10/31/2017,Posted,Ground Transportation,16.56
100005,"Foller, Donette",QMSSEM3V8Q,11/1/2017,Posted,Breakfast,15.68
100005,"Foller, Donette",HN8VQVR1IQ,11/1/2017,Posted,Dinner,44.89
100005,"Foller, Donette",S7XEEOWAYW,11/1/2017,Posted,Ground Transportation,71.28
100005,"Foller, Donette",5MNEVZCRJI,11/2/2017,Posted,Hotel/Lodging,525.78
100005,"Foller, Donette",OWMQK0RAEM,11/7/2017,Posted,Air Travel,306.87
100005,"Foller, Donette",H2TV64TJQ2,11/7/2017,Posted,Breakfast,12.79
100005,"Foller, Donette",K69NNLDIP0,11/7/2017,Posted,Ground Transportation,71.39
100005,"Foller, Donette",L5444CROV3,11/8/2017,Posted,Breakfast,14.58
100005,"Foller, Donette",2R7H6SG0SV,11/8/2017,Posted,Dinner,32.37
100005,"Foller, Donette",XKA1K236SD,11/8/2017,Posted,Ground Transportation,67.66
100005,"Foller, Donette",J3672U1NZQ,11/8/2017,Posted,Hotel/Lodging,262.89
100005,"Foller, Donette",G3RXCEPSZL,11/13/2017,Posted,Air Travel,396.66
100005,"Foller, Donette",1TNXEEUBGB,11/13/2017,Posted,Breakfast,14.58
100005,"Foller, Donette",DT4QVKLELA,11/13/2017,Posted,Dinner,22.39
100005,"Foller, Donette",UFVD7NNNTJ,11/13/2017,Posted,Ground Transportation,64.73
100005,"Foller, Donette",XW6OOL3CX3,11/13/2017,Posted,Hotel/Lodging,3.95
100005,"Foller, Donette",OVE6S59JE8,11/14/2017,Posted,Breakfast,14.23
100005,"Foller, Donette",3UM0AKACOK,11/14/2017,Posted,Dinner,20.35
100005,"Foller, Donette",UXF0HQBSDT,11/14/2017,Posted,Ground Transportation,16.38
100005,"Foller, Donette",P6GEEL8IOJ,11/15/2017,Posted,Breakfast,12.34
100005,"Foller, Donette",1JKJQN3TDD,11/15/2017,Posted,Dinner,47.91
100005,"Foller, Donette",54R8KH7M56,11/15/2017,Posted,Ground Transportation,72.85
100005,"Foller, Donette",FZDLFHZBTU,11/15/2017,Posted,Hotel/Lodging,525.78
100005,"Foller, Donette",XIUBQCJNZ4,11/20/2017,Pending,Air Travel,384.38
100005,"Foller, Donette",15T36MD3CZ,11/20/2017,Pending,Breakfast,12.2
100005,"Foller, Donette",6L1FJ5XIO5,11/20/2017,Pending,Dinner,22.14
100005,"Foller, Donette",1I950U7G7T,11/20/2017,Pending,Ground Transportation,64.74
100005,"Foller, Donette",NFXSFM2Q27,11/21/2017,Pending,Breakfast,12.82
100005,"Foller, Donette",NCFIZYP5LX,11/21/2017,Pending,Dinner,24.32
100005,"Foller, Donette",A94WA97TP8,11/21/2017,Pending,Ground Transportation,155.96
100005,"Foller, Donette",5QZC9D790M,11/21/2017,Pending,Hotel/Lodging,270.79
100006,"Morasca, Simona",00B0E7HMGX,10/20/2017,Pending,Ground Transportation,424
100006,"Morasca, Simona",DM0RHSX8J4,10/23/2017,Pending,Breakfast,18.6
100006,"Morasca, Simona",KZEPF05YEL,10/23/2017,Pending,Dinner,7.97
100006,"Morasca, Simona",IEOYNERN0J,10/23/2017,Pending,Ground Transportation,105.95
100006,"Morasca, Simona",7FKWDJJ98H,10/24/2017,Pending,Breakfast,6
100006,"Morasca, Simona",GLCMJ8V3QK,10/24/2017,Pending,Dinner,4.91
100007,"Tollner, Mitsue",YVK8LZSBLL,10/19/2017,Posted,Ground Transportation,300
100007,"Tollner, Mitsue",1SAUVH4YLV,10/19/2017,Posted,Meals and Incidental Expenses,5.13
100007,"Tollner, Mitsue",YFHHLZB21P,10/20/2017,Posted,Air Travel,368.66
100007,"Tollner, Mitsue",PMZYVHYJ39,10/23/2017,Posted,Ground Transportation,16.99
100007,"Tollner, Mitsue",YRPHX3CWMT,10/24/2017,Posted,Breakfast,6.31
100007,"Tollner, Mitsue",9JFPSW0KLT,10/24/2017,Posted,Dinner,49.4
100007,"Tollner, Mitsue",4DI4Y0MXWU,10/24/2017,Posted,Ground Transportation,29.63
100007,"Tollner, Mitsue",LUFDKKBPVM,10/25/2017,Posted,Breakfast,11.61
100007,"Tollner, Mitsue",LP4XTYZBLF,10/25/2017,Posted,Dinner,35.43
100007,"Tollner, Mitsue",HXROOW7SGE,10/25/2017,Posted,Ground Transportation,27.48
100007,"Tollner, Mitsue",RB04WXWIM0,10/26/2017,Posted,Breakfast,6.31
100007,"Tollner, Mitsue",WOM57MTYNF,10/26/2017,Posted,Ground Transportation,54
100007,"Tollner, Mitsue",B9BIBAQ0PM,10/26/2017,Posted,Meals and Incidental Expenses,6.41
100007,"Tollner, Mitsue",B2MNHWSIEF,10/27/2017,Posted,Hotel/Lodging,769.44
100007,"Tollner, Mitsue",IZ9N38LMVL,11/20/2017,Posted,Gratuity,7.9
100007,"Tollner, Mitsue",D04YTYAA20,10/30/2017,Posted,Air Travel,150.92
100007,"Tollner, Mitsue",20AAMD1BQ7,10/30/2017,Posted,Breakfast,8.67
100007,"Tollner, Mitsue",OVK7J6PXPA,10/30/2017,Posted,Dinner,48.28
100007,"Tollner, Mitsue",GAYNMSYRSV,10/30/2017,Posted,Gratuity,3
100007,"Tollner, Mitsue",RDII9D7BSF,10/30/2017,Posted,Ground Transportation,31.42
100007,"Tollner, Mitsue",ZOQTGT54F1,10/30/2017,Posted,Hotel/Lodging,494.51
100007,"Tollner, Mitsue",USAK9FM19M,10/31/2017,Posted,Breakfast,11.61
100007,"Tollner, Mitsue",98EM7CMFJV,10/31/2017,Posted,Dinner,45.16
100007,"Tollner, Mitsue",D6Z556JYIE,10/31/2017,Posted,Gratuity,3
100007,"Tollner, Mitsue",O4H0RP8INK,10/31/2017,Posted,Ground Transportation,19.48
100007,"Tollner, Mitsue",GE1KQPLGRG,11/1/2017,Posted,Air Travel,187.83
100007,"Tollner, Mitsue",CKGHHNKS1E,11/1/2017,Posted,Breakfast,10.22
100007,"Tollner, Mitsue",DXM6S1MFKH,11/2/2017,Posted,Dinner,26.48
100007,"Tollner, Mitsue",P5S6D0V9IC,11/2/2017,Posted,Ground Transportation,8.2
100007,"Tollner, Mitsue",FJ5E1DYPO0,11/10/2017,Posted,Hotel/Lodging,3.95
100007,"Tollner, Mitsue",MBELNV6FDO,11/13/2017,Posted,Air Travel,368.66
100007,"Tollner, Mitsue",7LKCAQWW18,11/13/2017,Posted,Breakfast,10.7
100007,"Tollner, Mitsue",M51IT751IR,11/13/2017,Posted,Gratuity,2
100007,"Tollner, Mitsue",BX637FPZE7,11/13/2017,Posted,Ground Transportation,63.66
100007,"Tollner, Mitsue",BX0FCO2B1L,11/13/2017,Posted,Hotel/Lodging,525.78
100007,"Tollner, Mitsue",FJ65N4430U,11/14/2017,Posted,Breakfast,9.9
100007,"Tollner, Mitsue",D3WD2KORJ8,11/14/2017,Posted,Dinner,49.9
100007,"Tollner, Mitsue",DO6FNSTHXF,11/14/2017,Posted,Gratuity,5
100007,"Tollner, Mitsue",JGBROK95I8,11/14/2017,Posted,Ground Transportation,7.87
100007,"Tollner, Mitsue",YEZ3TNNE18,11/15/2017,Posted,Breakfast,9.9
100007,"Tollner, Mitsue",KQYUTYXX58,11/15/2017,Posted,Dinner,56.22
100007,"Tollner, Mitsue",FRVG237ZL1,11/15/2017,Posted,Gratuity,6
100007,"Tollner, Mitsue",QLWWZXYFGR,11/15/2017,Posted,Ground Transportation,83.52
100007,"Tollner, Mitsue",BK37FQG5SA,11/16/2017,Posted,Ground Transportation,5
100008,"Dilliard, Leota",COLQKR8UFY,10/19/2017,Pending,Breakfast,15
100008,"Dilliard, Leota",H68N4GLOJL,10/19/2017,Pending,Dinner,49
100008,"Dilliard, Leota",3JZXIW16O3,10/19/2017,Pending,Ground Transportation,650.23
100008,"Dilliard, Leota",J34JF18Q7Z,10/20/2017,Pending,Air Travel,143.92
100008,"Dilliard, Leota",8HAM8LL1HB,10/24/2017,Pending,Breakfast,14
100008,"Dilliard, Leota",2AKR7LAX4P,10/24/2017,Pending,Ground Transportation,45.45
100008,"Dilliard, Leota",VIWR08YSGG,10/25/2017,Pending,Breakfast,14.44
100008,"Dilliard, Leota",4Z26DUGOG2,10/25/2017,Pending,Ground Transportation,62.64
100008,"Dilliard, Leota",IEW2OVHNW0,10/26/2017,Pending,Dinner,35.08
100008,"Dilliard, Leota",XH6JMYB1AJ,10/26/2017,Pending,Ground Transportation,290.48
100008,"Dilliard, Leota",EDPTXX44EU,10/26/2017,Pending,Hotel/Lodging,519.96
100009,"Wieser, Sage",QQQUX57JQ4,10/23/2017,Pending,Ground Transportation,336
100009,"Wieser, Sage",SMLC1IUKVV,10/23/2017,Pending,Ground Transportation,16.11
100009,"Wieser, Sage",WUCWQ0NNIF,10/23/2017,Pending,Ground Transportation,19.3
100009,"Wieser, Sage",OVGWOR3MNC,10/23/2017,Pending,Ground Transportation,5
100009,"Wieser, Sage",FK0SLRLQRK,10/31/2017,Pending,Ground Transportation,358
100009,"Wieser, Sage",12OCS4L1Q3,10/31/2017,Pending,Hotel/Lodging,262.89
100009,"Wieser, Sage",HMPMHL5IU0,10/31/2017,Pending,Ground Transportation,16.97
100009,"Wieser, Sage",R3ETO8XTSV,10/31/2017,Pending,Ground Transportation,8.32
100009,"Wieser, Sage",72FJG4XOPJ,10/31/2017,Pending,Dinner,45
100009,"Wieser, Sage",4EVF3Z5132,11/1/2017,Pending,Dinner,40.61
100009,"Wieser, Sage",ELQVZ91XNM,11/1/2017,Pending,Ground Transportation,33
100010,"Marrier, Kris",QASE70E4ZG,10/23/2017,Pending,Breakfast,67.49
100010,"Marrier, Kris",JGQR21TLVD,10/23/2017,Pending,Ground Transportation,43.02
100010,"Marrier, Kris",EAGIOW1VUG,10/24/2017,Pending,Air Travel,3.95
100010,"Marrier, Kris",KCJL4VRCO2,10/24/2017,Pending,Breakfast,67.48
100010,"Marrier, Kris",9C9EGL9K4Y,10/24/2017,Pending,Ground Transportation,43.06
100010,"Marrier, Kris",FIBANXHNL2,10/25/2017,Pending,Air Travel,7
100010,"Marrier, Kris",KII4413R3C,10/25/2017,Pending,Breakfast,67.47
100010,"Marrier, Kris",W1UVQVGDXU,10/25/2017,Pending,Ground Transportation,43.04
100010,"Marrier, Kris",YD5G2MKHJ2,10/26/2017,Pending,Air Travel,35
100010,"Marrier, Kris",20HOLXHS81,10/26/2017,Pending,Breakfast,67.47
100010,"Marrier, Kris",W320CUGNUV,10/26/2017,Pending,Gratuity,15
100010,"Marrier, Kris",J2L1WZQSAF,10/26/2017,Pending,Ground Transportation,43.05
100010,"Marrier, Kris",OENKYK7ZXC,10/18/2017,Pending,Air Travel,542.39
100010,"Marrier, Kris",4QLLX558CL,10/18/2017,Pending,Air Travel,487
100010,"Marrier, Kris",AGWXUQ5GLE,10/27/2017,Pending,Hotel/Lodging,"1,377.60"
100010,"Marrier, Kris",OHUSH3KF1A,11/9/2017,Pending,Hotel/Lodging,340.55
100010,"Marrier, Kris",VP552J98YF,11/17/2017,Pending,Hotel/Lodging,"1,033.20"
100010,"Marrier, Kris",BLXQ3L6VNM,10/30/2017,Pending,Breakfast,10.47
100010,"Marrier, Kris",8SRCN7XRZ3,10/30/2017,Pending,Dinner,42.8
100010,"Marrier, Kris",ESZ7W69YRW,10/30/2017,Pending,Ground Transportation,36.67
100010,"Marrier, Kris",K81XYB2S16,10/31/2017,Pending,Breakfast,10.47
100010,"Marrier, Kris",3955ROLN7D,10/31/2017,Pending,Dinner,42.8
100010,"Marrier, Kris",40YK8K6TEE,10/31/2017,Pending,Ground Transportation,36.67
100010,"Marrier, Kris",CFGS3N785G,11/1/2017,Pending,Breakfast,10.47
100010,"Marrier, Kris",JCQJ3J7XXD,11/1/2017,Pending,Dinner,42.78
100010,"Marrier, Kris",T6KO2ZTOHS,11/1/2017,Pending,Ground Transportation,36.67
100010,"Marrier, Kris",HTXJ0K5XGD,11/2/2017,Pending,Breakfast,10.47
100010,"Marrier, Kris",F60O8RLTIL,11/2/2017,Pending,Dinner,42.79
100010,"Marrier, Kris",6C1EG3LVU8,11/2/2017,Pending,Gratuity,15
100010,"Marrier, Kris",407YBG086C,11/2/2017,Pending,Ground Transportation,36.67
100010,"Marrier, Kris",KW6QI4UEK6,11/2/2017,Pending,Air Travel,19.75
100011,"Amigon, Minna",24XPG5IWDY,10/18/2017,Pending,Air Travel,477.92
100011,"Amigon, Minna",UL3G6GEPO6,10/18/2017,Pending,Air Travel,577.65
100011,"Amigon, Minna",8U6EQDJ8WW,10/23/2017,Pending,Breakfast,15
100011,"Amigon, Minna",7UP04B2UJC,10/23/2017,Pending,Dinner,47.96
100011,"Amigon, Minna",E6414YJ6RZ,10/23/2017,Pending,Ground Transportation,47.99
100011,"Amigon, Minna",W91HB8CWKO,10/24/2017,Pending,Breakfast,15
100011,"Amigon, Minna",NBDPVLL3GQ,10/24/2017,Pending,Dinner,47.96
100011,"Amigon, Minna",YH2CT795WF,10/24/2017,Pending,Ground Transportation,47.99
100011,"Amigon, Minna",9DXZRXQ5ND,10/25/2017,Pending,Breakfast,15
100011,"Amigon, Minna",UVEUFHU57S,10/25/2017,Pending,Dinner,47.96
