Customer_ID,first_name,last_name,full_name,company_name,address,city,county,state,zip,phone1,phone2,email,Age,Sex,Occupation
100018,Gladys,Rim,"Rim, Gladys",T M Byxbee Company Pc,322 New Horizon Blvd,Milwaukee,Milwaukee,WI,53207,414-661-9598,414-377-2880,gladys.rim@rim.org,18,Male,Lawyers 
100019,Yuki,Whobrey,"Whobrey, Yuki",Farmers Insurance Group,1 State Route 27,Taylor,Wayne,MI,48180,313-288-7937,313-341-4470,yuki_whobrey@aol.com,54,Male,Technical publications writers 
100020,Fletcher,Flosi,"Flosi, Fletcher",Post Box Services Plus,394 Manchester Blvd,Rockford,Winnebago,IL,61109,815-828-2147,815-426-5657,fletcher.flosi@yahoo.com,38,Male,Technical publications writers 
100021,Bette,Nicka,"Nicka, Bette",Sport En Art,6 S 33rd St,Aston,Delaware,PA,19014,610-545-3615,610-492-4643,bette_nicka@cox.net,26,Male,Scientists 
100022,Veronika,Inouye,"Inouye, Veronika",C 4 Network Inc,6 Greenleaf Ave,San Jose,Santa Clara,CA,95111,408-540-1785,408-813-4592,vinouye@aol.com,46,Male,Physicians (workpermit.com offers a special guide for foreign doctors and physicians interested in obtaining an H-1B visa) 
100023,Willard,Kolmetz,"Kolmetz, Willard","Ingalls, Donald R Esq",618 W Yakima Ave,Irving,Dallas,TX,75062,972-303-9197,972-896-4882,willard@hotmail.com,43,Female,Scientists 
100024,Maryann,Royster,"Royster, Maryann","Franklin, Peter L Esq",74 S Westgate St,Albany,Albany,NY,12204,518-966-7987,518-448-8982,mroyster@royster.com,24,Female,Architects 
100025,Alisha,Slusarski,"Slusarski, Alisha",Wtlz Power 107 Fm,3273 State St,Middlesex,Middlesex,NJ,8846,732-658-3154,732-635-3453,alisha@slusarski.com,34,Male,Accountants 
100026,Allene,Iturbide,"Iturbide, Allene","Ledecky, David Esq",1 Central Ave,Stevens Point,Portage,WI,54481,715-662-6764,715-530-9863,allene_iturbide@cox.net,45,Male,Systems analysts 
100027,Chanel,Caudy,"Caudy, Chanel",Professional Image Inc,86 Nw 66th St #8673,Shawnee,Johnson,KS,66218,913-388-2079,913-899-1103,chanel.caudy@caudy.org,35,Female,Engineers 
100028,Ezekiel,Chui,"Chui, Ezekiel","Sider, Donald C Esq",2 Cedar Ave #84,Easton,Talbot,MD,21601,410-669-1642,410-235-8738,ezekiel@chui.com,47,Female,Scientists 
100029,Willow,Kusko,"Kusko, Willow",U Pull It,90991 Thorburn Ave,New York,New York,NY,10011,212-582-4976,212-934-5167,wkusko@yahoo.com,52,Male,University professors and teachers 
100030,Bernardo,Figeroa,"Figeroa, Bernardo","Clark, Richard Cpa",386 9th Ave N,Conroe,Montgomery,TX,77301,936-336-3951,936-597-3614,bfigeroa@aol.com,54,Female,Journalists and editors 
100031,Ammie,Corrio,"Corrio, Ammie","Moskowitz, Barry S",74874 Atlantic Ave,Columbus,Franklin,OH,43215,614-801-9788,614-648-3265,ammie@corrio.com,51,Female,Market research analysts 
100032,Francine,Vocelka,"Vocelka, Francine",Cascade Realty Advisors Inc,366 South Dr,Las Cruces,Dona Ana,NM,88011,505-977-3911,505-335-5293,francine_vocelka@vocelka.com,33,Female,Physicians (workpermit.com offers a special guide for foreign doctors and physicians interested in obtaining an H-1B visa) 
100033,Ernie,Stenseth,"Stenseth, Ernie",Knwz Newsradio,45 E Liberty St,Ridgefield Park,Bergen,NJ,7660,201-709-6245,201-387-9093,ernie_stenseth@aol.com,29,Male,IT / Computer professionals 
100034,Albina,Glick,"Glick, Albina","Giampetro, Anthony D",4 Ralph Ct,Dunellen,Middlesex,NJ,8812,732-924-7882,732-782-6701,albina@glick.com,54,Female,Healthcare workers 
100035,Alishia,Sergi,"Sergi, Alishia",Milford Enterprises Inc,2742 Distribution Way,New York,New York,NY,10025,212-860-1579,212-753-2740,asergi@gmail.com,29,Female,Technical publications writers 
100036,Solange,Shinko,"Shinko, Solange","Mosocco, Ronald A",426 Wolf St,Metairie,Jefferson,LA,70002,504-979-9175,504-265-8174,solange@shinko.com,29,Female,Lawyers 
100037,Jose,Stockham,"Stockham, Jose",Tri State Refueler Co,128 Bransten Rd,New York,New York,NY,10011,212-675-8570,212-569-4233,jose@yahoo.com,22,Female,Lawyers 
100038,Rozella,Ostrosky,"Ostrosky, Rozella",Parkway Company,17 Morena Blvd,Camarillo,Ventura,CA,93012,805-832-6163,805-609-1531,rozella.ostrosky@ostrosky.com,24,Male,Surgeons 
100039,Valentine,Gillian,"Gillian, Valentine",Fbs Business Finance,775 W 17th St,San Antonio,Bexar,TX,78204,210-812-9597,210-300-6244,valentine_gillian@gmail.com,46,Female,Engineers 
100040,Kati,Rulapaugh,"Rulapaugh, Kati",Eder Assocs Consltng Engrs Pc,6980 Dorsett Rd,Abilene,Dickinson,KS,67410,785-463-7829,785-219-7724,kati.rulapaugh@hotmail.com,46,Female,Technical publications writers 
100041,Youlanda,Schemmer,"Schemmer, Youlanda",Tri M Tool Inc,2881 Lewis Rd,Prineville,Crook,OR,97754,541-548-8197,541-993-2611,youlanda@aol.com,48,Male,IT / Computer professionals 
100042,Dyan,Oldroyd,"Oldroyd, Dyan",International Eyelets Inc,7219 Woodfield Rd,Overland Park,Johnson,KS,66204,913-413-4604,913-645-8918,doldroyd@aol.com,33,Female,University professors and teachers 
100043,Roxane,Campain,"Campain, Roxane",Rapid Trading Intl,1048 Main St,Fairbanks,Fairbanks North Star,AK,99708,907-231-4722,907-335-6568,roxane@hotmail.com,35,Male,Engineers 
100044,Lavera,Perin,"Perin, Lavera",Abc Enterprises Inc,678 3rd Ave,Miami,Miami-Dade,FL,33196,305-606-7291,305-995-2078,lperin@perin.org,26,Male,Dentists 
100045,Erick,Ferencz,"Ferencz, Erick",Cindy Turner Associates,20 S Babcock St,Fairbanks,Fairbanks North Star,AK,99712,907-741-1044,907-227-6777,erick.ferencz@aol.com,22,Female,Financial analysts 
100046,Fatima,Saylors,"Saylors, Fatima","Stanton, James D Esq",2 Lighthouse Ave,Hopkins,Hennepin,MN,55343,952-768-2416,952-479-2375,fsaylors@saylors.org,33,Male,Journalists and editors 
100047,Jina,Briddick,"Briddick, Jina",Grace Pastries Inc,38938 Park Blvd,Boston,Suffolk,MA,2128,617-399-5124,617-997-5771,jina_briddick@briddick.com,43,Male,Healthcare workers 
100048,Kanisha,Waycott,"Waycott, Kanisha","Schroer, Gene E Esq",5 Tomahawk Dr,Los Angeles,Los Angeles,CA,90006,323-453-2780,323-315-7314,kanisha_waycott@yahoo.com,40,Female,Dentists 
100049,Emerson,Bowley,"Bowley, Emerson",Knights Inn,762 S Main St,Madison,Dane,WI,53711,608-336-7444,608-658-7940,emerson.bowley@bowley.org,53,Female,Lawyers 
100050,Blair,Malet,"Malet, Blair",Bollinger Mach Shp & Shipyard,209 Decker Dr,Philadelphia,Philadelphia,PA,19132,215-907-9111,215-794-4519,bmalet@yahoo.com,23,Male,Market research analysts 
100051,Brock,Bolognia,"Bolognia, Brock",Orinda News,4486 W O St #1,New York,New York,NY,10003,212-402-9216,212-617-5063,bbolognia@yahoo.com,21,Female,IT / Computer professionals 
100052,Lorrie,Nestle,"Nestle, Lorrie",Ballard Spahr Andrews,39 S 7th St,Tullahoma,Coffee,TN,37388,931-875-6644,931-303-6041,lnestle@hotmail.com,30,Female,Technical publications writers 
100053,Sabra,Uyetake,"Uyetake, Sabra",Lowy Limousine Service,98839 Hawthorne Blvd #6101,Columbia,Richland,SC,29201,803-925-5213,803-681-3678,sabra@uyetake.org,48,Female,Dentists 
100054,Marjory,Mastella,"Mastella, Marjory",Vicon Corporation,71 San Mateo Ave,Wayne,Delaware,PA,19087,610-814-5533,610-379-7125,mmastella@mastella.com,39,Female,Accountants 
100055,Karl,Klonowski,"Klonowski, Karl","Rossi, Michael M",76 Brooks St #9,Flemington,Hunterdon,NJ,8822,908-877-6135,908-470-4661,karl_klonowski@yahoo.com,25,Male,Nurses 
100056,Tonette,Wenner,"Wenner, Tonette",Northwest Publishing,4545 Courthouse Rd,Westbury,Nassau,NY,11590,516-968-6051,516-333-4861,twenner@aol.com,25,Male,Systems analysts 
100057,Amber,Monarrez,"Monarrez, Amber",Branford Wire & Mfg Co,14288 Foster Ave #4121,Jenkintown,Montgomery,PA,19046,215-934-8655,215-329-6386,amber_monarrez@monarrez.org,53,Male,Psychologists 
100058,Shenika,Seewald,"Seewald, Shenika",East Coast Marketing,4 Otis St,Van Nuys,Los Angeles,CA,91405,818-423-4007,818-749-8650,shenika@gmail.com,45,Female,Technical publications writers 
100059,Delmy,Ahle,"Ahle, Delmy",Wye Technologies Inc,65895 S 16th St,Providence,Providence,RI,2909,401-458-2547,401-559-8961,delmy.ahle@hotmail.com,18,Female,University professors and teachers 
100060,Deeanna,Juhas,"Juhas, Deeanna","Healy, George W Iv",14302 Pennsylvania Ave,Huntingdon Valley,Montgomery,PA,19006,215-211-9589,215-417-9563,deeanna_juhas@gmail.com,30,Male,Accountants 
100061,Blondell,Pugh,"Pugh, Blondell",Alpenlite Inc,201 Hawk Ct,Providence,Providence,RI,2904,401-960-8259,401-300-8122,bpugh@aol.com,18,Female,Technical publications writers 
100062,Jamal,Vanausdal,"Vanausdal, Jamal","Hubbard, Bruce Esq",53075 Sw 152nd Ter #615,Monroe Township,Middlesex,NJ,8831,732-234-1546,732-904-2931,jamal@vanausdal.org,20,Female,Healthcare workers 
100063,Cecily,Hollack,"Hollack, Cecily",Arthur A Oliver & Son Inc,59 N Groesbeck Hwy,Austin,Travis,TX,78731,512-486-3817,512-861-3814,cecily@hollack.org,49,Male,Journalists and editors 
100064,Carmelina,Lindall,"Lindall, Carmelina",George Jessop Carter Jewelers,2664 Lewis Rd,Littleton,Douglas,CO,80126,303-724-7371,303-874-5160,carmelina_lindall@lindall.com,55,Female,Dentists 
100065,Maurine,Yglesias,"Yglesias, Maurine","Schultz, Thomas C Md",59 Shady Ln #53,Milwaukee,Milwaukee,WI,53214,414-748-1374,414-573-7719,maurine_yglesias@yglesias.com,35,Female,Accountants 
100066,Tawna,Buvens,"Buvens, Tawna",H H H Enterprises Inc,3305 Nabell Ave #679,New York,New York,NY,10009,212-674-9610,212-462-9157,tawna@gmail.com,35,Male,Nurses 
100067,Penney,Weight,"Weight, Penney",Hawaiian King Hotel,18 Fountain St,Anchorage,Anchorage,AK,99515,907-797-9628,907-873-2882,penney_weight@aol.com,24,Male,University professors and teachers 
100068,Elly,Morocco,"Morocco, Elly",Killion Industries,7 W 32nd St,Erie,Erie,PA,16502,814-393-5571,814-420-3553,elly_morocco@gmail.com,41,Male,Engineers 
100069,Ilene,Eroman,"Eroman, Ilene","Robinson, William J Esq",2853 S Central Expy,Glen Burnie,Anne Arundel,MD,21061,410-914-9018,410-937-4543,ilene.eroman@hotmail.com,45,Female,IT / Computer professionals 
100070,Vallie,Mondella,"Mondella, Vallie",Private Properties,74 W College St,Boise,Ada,ID,83707,208-862-5339,208-737-8439,vmondella@mondella.com,40,Female,Lawyers 
100071,Kallie,Blackwood,"Blackwood, Kallie",Rowley Schlimgen Inc,701 S Harrison Rd,San Francisco,San Francisco,CA,94104,415-315-2761,415-604-7609,kallie.blackwood@gmail.com,53,Male,Systems analysts 
100072,Johnetta,Abdallah,"Abdallah, Johnetta",Forging Specialties,1088 Pinehurst St,Chapel Hill,Orange,NC,27514,919-225-9345,919-715-3791,johnetta_abdallah@aol.com,35,Male,Healthcare workers 
100073,Bobbye,Rhym,"Rhym, Bobbye","Smits, Patricia Garity",30 W 80th St #1995,San Carlos,San Mateo,CA,94070,650-528-5783,650-811-9032,brhym@rhym.com,55,Male,IT / Computer professionals 
100074,Micaela,Rhymes,"Rhymes, Micaela",H Lee Leonard Attorney At Law,20932 Hedley St,Concord,Contra Costa,CA,94520,925-647-3298,925-522-7798,micaela_rhymes@gmail.com,38,Male,Psychologists 
100075,Tamar,Hoogland,"Hoogland, Tamar",A K Construction Co,2737 Pistorio Rd #9230,London,Madison,OH,43140,740-343-8575,740-526-5410,tamar@hotmail.com,27,Male,Dentists 
100076,Moon,Parlato,"Parlato, Moon","Ambelang, Jessica M Md",74989 Brandon St,Wellsville,Allegany,NY,14895,585-866-8313,585-498-4278,moon@yahoo.com,21,Female,Journalists and editors 
100077,Laurel,Reitler,"Reitler, Laurel",Q A Service,6 Kains Ave,Baltimore,Baltimore City,MD,21215,410-520-4832,410-957-6903,laurel_reitler@reitler.com,39,Male,Architects 
100078,Delisa,Crupi,"Crupi, Delisa",Wood & Whitacre Contractors,47565 W Grand Ave,Newark,Essex,NJ,7105,973-354-2040,973-847-9611,delisa.crupi@crupi.com,45,Female,Healthcare workers 
100079,Viva,Toelkes,"Toelkes, Viva",Mark Iv Press Ltd,4284 Dorigo Ln,Chicago,Cook,IL,60647,773-446-5569,773-352-3437,viva.toelkes@gmail.com,38,Female,Psychologists 
100080,Elza,Lipke,"Lipke, Elza",Museum Of Science & Industry,6794 Lake Dr E,Newark,Essex,NJ,7104,973-927-3447,973-796-3667,elza@yahoo.com,35,Female,Systems analysts 
100081,Devorah,Chickering,"Chickering, Devorah",Garrison Ind,31 Douglas Blvd #950,Clovis,Curry,NM,88101,505-975-8559,505-950-1763,devorah@hotmail.com,44,Male,IT / Computer professionals 
100082,Timothy,Mulqueen,"Mulqueen, Timothy",Saronix Nymph Products,44 W 4th St,Staten Island,Richmond,NY,10309,718-332-6527,718-654-7063,timothy_mulqueen@mulqueen.org,43,Male,Accountants 
100083,Arlette,Honeywell,"Honeywell, Arlette",Smc Inc,11279 Loytan St,Jacksonville,Duval,FL,32254,904-775-4480,904-514-9918,ahoneywell@honeywell.com,25,Female,Foreign Law advisors 
100084,Dominque,Dickerson,"Dickerson, Dominque",E A I Electronic Assocs Inc,69 Marquette Ave,Hayward,Alameda,CA,94545,510-993-3758,510-901-7640,dominque.dickerson@dickerson.org,34,Male,Psychologists 
100085,Lettie,Isenhower,"Isenhower, Lettie","Conte, Christopher A Esq",70 W Main St,Beachwood,Cuyahoga,OH,44122,216-657-7668,216-733-8494,lettie_isenhower@yahoo.com,55,Female,Scientists 
100086,Myra,Munns,"Munns, Myra",Anker Law Office,461 Prospect Pl #316,Euless,Tarrant,TX,76040,817-914-7518,817-451-3518,mmunns@cox.net,38,Male,Technical publications writers 
100087,Stephaine,Barfield,"Barfield, Stephaine",Beutelschies & Company,47154 Whipple Ave Nw,Gardena,Los Angeles,CA,90247,310-774-7643,310-968-1219,stephaine@barfield.com,33,Male,Surgeons 
100088,Lai,Gato,"Gato, Lai","Fligg, Kenneth I Jr",37 Alabama Ave,Evanston,Cook,IL,60201,847-728-7286,847-957-4614,lai.gato@gato.org,48,Male,Scientists 
100089,Stephen,Emigh,"Emigh, Stephen","Sharp, J Daniel Esq",3777 E Richmond St #900,Akron,Summit,OH,44302,330-537-5358,330-700-2312,stephen_emigh@hotmail.com,26,Male,IT / Computer professionals 
100090,Tyra,Shields,"Shields, Tyra","Assink, Anne H Esq",3 Fort Worth Ave,Philadelphia,Philadelphia,PA,19106,215-255-1641,215-228-8264,tshields@gmail.com,49,Male,Dentists 
100091,Tammara,Wardrip,"Wardrip, Tammara",Jewel My Shop Inc,4800 Black Horse Pike,Burlingame,San Mateo,CA,94010,650-803-1936,650-216-5075,twardrip@cox.net,30,Male,Scientists 
100092,Cory,Gibes,"Gibes, Cory",Chinese Translation Resources,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,91776,626-572-1096,626-696-2777,cory.gibes@gmail.com,22,Female,Psychologists 
100093,Danica,Bruschke,"Bruschke, Danica","Stevens, Charles T",840 15th Ave,Waco,McLennan,TX,76708,254-782-8569,254-205-1422,danica_bruschke@gmail.com,27,Female,IT / Computer professionals 
100094,Wilda,Giguere,"Giguere, Wilda","Mclaughlin, Luther W Cpa",1747 Calle Amanecer #2,Anchorage,Anchorage,AK,99501,907-870-5536,907-914-9482,wilda@cox.net,27,Male,Engineers 
100095,Elvera,Benimadho,"Benimadho, Elvera",Tree Musketeers,99385 Charity St #840,San Jose,Santa Clara,CA,95110,408-703-8505,408-440-8447,elvera.benimadho@cox.net,51,Male,Nurses 
100096,Carma,Vanheusen,"Vanheusen, Carma",Springfield Div Oh Edison Co,68556 Central Hwy,San Leandro,Alameda,CA,94577,510-503-7169,510-452-4835,carma@cox.net,35,Male,Dentists 
100097,Malinda,Hochard,"Hochard, Malinda",Logan Memorial Hospital,55 Riverside Ave,Indianapolis,Marion,IN,46202,317-722-5066,317-472-2412,malinda.hochard@yahoo.com,50,Male,Engineers 
100098,Natalie,Fern,"Fern, Natalie","Kelly, Charles G Esq",7140 University Ave,Rock Springs,Sweetwater,WY,82901,307-704-8713,307-279-3793,natalie.fern@hotmail.com,38,Female,Accountants 
100099,Lisha,Centini,"Centini, Lisha",Industrial Paper Shredders Inc,64 5th Ave #1153,Mc Lean,Fairfax,VA,22102,703-235-3937,703-475-7568,lisha@centini.org,18,Female,Foreign Law advisors 
100100,Arlene,Klusman,"Klusman, Arlene",Beck Horizon Builders,3 Secor Rd,New Orleans,Orleans,LA,70112,504-710-5840,504-946-1807,arlene_klusman@gmail.com,41,Male,Dentists 
100101,Alease,Buemi,"Buemi, Alease",Porto Cayo At Hawks Cay,4 Webbs Chapel Rd,Boulder,Boulder,CO,80303,303-301-4946,303-521-9860,alease@buemi.com,34,Male,Physicians (workpermit.com offers a special guide for foreign doctors and physicians interested in obtaining an H-1B visa) 
100102,Louisa,Cronauer,"Cronauer, Louisa",Pacific Grove Museum Ntrl Hist,524 Louisiana Ave Nw,San Leandro,Alameda,CA,94577,510-828-7047,510-472-7758,louisa@cronauer.com,44,Male,Accountants 
100103,Angella,Cetta,"Cetta, Angella",Bender & Hatley Pc,185 Blackstone Bldge,Honolulu,Honolulu,HI,96817,808-892-7943,808-475-2310,angella.cetta@hotmail.com,46,Male,Financial analysts 
100104,Cyndy,Goldammer,"Goldammer, Cyndy",Di Cristina J & Son,170 Wyoming Ave,Burnsville,Dakota,MN,55337,952-334-9408,952-938-9457,cgoldammer@cox.net,30,Female,Foreign Law advisors 
100105,Rosio,Cork,"Cork, Rosio",Green Goddess,4 10th St W,High Point,Guilford,NC,27263,336-243-5659,336-497-4407,rosio.cork@gmail.com,39,Male,Management consultants 
100106,Celeste,Korando,"Korando, Celeste",American Arts & Graphics,7 W Pinhook Rd,Lynbrook,Nassau,NY,11563,516-509-2347,516-365-7266,ckorando@hotmail.com,33,Male,Financial analysts 
100107,Twana,Felger,"Felger, Twana",Opryland Hotel,1 Commerce Way,Portland,Washington,OR,97224,503-939-3153,503-909-7167,twana.felger@felger.org,30,Female,Lawyers 
100108,Estrella,Samu,"Samu, Estrella",Marking Devices Pubg Co,64 Lakeview Ave,Beloit,Rock,WI,53511,608-976-7199,608-942-8836,estrella@aol.com,55,Male,Accountants 
100109,Donte,Kines,"Kines, Donte",W Tc Industries Inc,3 Aspen St,Worcester,Worcester,MA,1602,508-429-8576,508-843-1426,dkines@hotmail.com,25,Female,Architects 
100110,Tiffiny,Steffensmeier,"Steffensmeier, Tiffiny",Whitehall Robbins Labs Divsn,32860 Sierra Rd,Miami,Miami-Dade,FL,33133,305-385-9695,305-304-6573,tiffiny_steffensmeier@cox.net,41,Female,Technical publications writers 
100111,Edna,Miceli,"Miceli, Edna",Sampler,555 Main St,Erie,Erie,PA,16502,814-460-2655,814-299-2877,emiceli@miceli.org,24,Male,Psychologists 
100112,Sue,Kownacki,"Kownacki, Sue",Juno Chefs Incorporated,2 Se 3rd Ave,Mesquite,Dallas,TX,75149,972-666-3413,972-742-4000,sue@aol.com,36,Female,Management consultants 
100113,Jesusa,Shin,"Shin, Jesusa","Carroccio, A Thomas Esq",2239 Shawnee Mission Pky,Tullahoma,Coffee,TN,37388,931-273-8709,931-739-1551,jshin@shin.com,35,Male,Technical publications writers 
100114,Rolland,Francescon,"Francescon, Rolland","Stanley, Richard L Esq",2726 Charcot Ave,Paterson,Passaic,NJ,7501,973-649-2922,973-284-4048,rolland@cox.net,29,Female,Scientists 
100115,Pamella,Schmierer,"Schmierer, Pamella",K Cs Cstm Mouldings Windows,5161 Dorsett Rd,Homestead,Miami-Dade,FL,33030,305-420-8970,305-575-8481,pamella.schmierer@schmierer.org,24,Male,Psychologists 
100116,Glory,Kulzer,"Kulzer, Glory",Comfort Inn,55892 Jacksonville Rd,Owings Mills,Baltimore,MD,21117,410-224-9462,410-916-8015,gkulzer@kulzer.org,40,Female,IT / Computer professionals 
100117,Shawna,Palaspas,"Palaspas, Shawna","Windsor, James L Esq",5 N Cleveland Massillon Rd,Thousand Oaks,Ventura,CA,91362,805-275-3566,805-638-6617,shawna_palaspas@palaspas.org,33,Female,Dentists 
100118,Brandon,Callaro,"Callaro, Brandon",Jackson Shields Yeiser,7 Benton Dr,Honolulu,Honolulu,HI,96819,808-215-6832,808-240-5168,brandon_callaro@hotmail.com,37,Female,Technical publications writers 
100119,Scarlet,Cartan,"Cartan, Scarlet","Box, J Calvin Esq",9390 S Howell Ave,Albany,Dougherty,GA,31701,229-735-3378,229-365-9658,scarlet.cartan@yahoo.com,50,Male,Engineers 
100120,Oretha,Menter,"Menter, Oretha",Custom Engineering Inc,8 County Center Dr #647,Boston,Suffolk,MA,2210,617-418-5043,617-697-6024,oretha_menter@yahoo.com,36,Male,Market research analysts 
100121,Ty,Smith,"Smith, Ty",Bresler Eitel Framg Gllry Ltd,4646 Kaahumanu St,Hackensack,Bergen,NJ,7601,201-672-1553,201-995-3149,tsmith@aol.com,22,Male,Engineers 
100122,Xuan,Rochin,"Rochin, Xuan","Carol, Drake Sparks Esq",2 Monroe St,San Mateo,San Mateo,CA,94403,650-933-5072,650-247-2625,xuan@gmail.com,38,Female,Surgeons 
100123,Lindsey,Dilello,"Dilello, Lindsey",Biltmore Investors Bank,52777 Leaders Heights Rd,Ontario,San Bernardino,CA,91761,909-639-9887,909-589-1693,lindsey.dilello@hotmail.com,20,Male,Technical publications writers 
100124,Devora,Perez,"Perez, Devora",Desco Equipment Corp,72868 Blackington Ave,Oakland,Alameda,CA,94606,510-955-3016,510-755-9274,devora_perez@perez.org,41,Female,Psychologists 
100125,Herman,Demesa,"Demesa, Herman",Merlin Electric Co,9 Norristown Rd,Troy,Rensselaer,NY,12180,518-497-2940,518-931-7852,hdemesa@cox.net,54,Female,Journalists and editors 
100126,Rory,Papasergi,"Papasergi, Rory",Bailey Cntl Co Div Babcock,83 County Road 437 #8581,Clarks Summit,Lackawanna,PA,18411,570-867-7489,570-469-8401,rpapasergi@cox.net,44,Male,Physicians (workpermit.com offers a special guide for foreign doctors and physicians interested in obtaining an H-1B visa) 
100127,Talia,Riopelle,"Riopelle, Talia",Ford Brothers Wholesale Inc,1 N Harlem Ave #9,Orange,Essex,NJ,7050,973-245-2133,973-818-9788,talia_riopelle@aol.com,31,Male,University professors and teachers 
100128,Van,Shire,"Shire, Van",Cambridge Inn,90131 J St,Pittstown,Hunterdon,NJ,8867,908-409-2890,908-448-1209,van.shire@shire.com,18,Female,Accountants 
100129,Lucina,Lary,"Lary, Lucina","Matricciani, Albert J Jr",8597 W National Ave,Cocoa,Brevard,FL,32922,321-749-4981,321-632-4668,lucina_lary@cox.net,23,Female,Psychologists 
100130,Bok,Isaacs,"Isaacs, Bok",Nelson Hawaiian Ltd,6 Gilson St,Bronx,Bronx,NY,10468,718-809-3762,718-478-8568,bok.isaacs@aol.com,46,Female,Technical publications writers 
100131,Rolande,Spickerman,"Spickerman, Rolande",Neland Travel Agency,65 W Maple Ave,Pearl City,Honolulu,HI,96782,808-315-3077,808-526-5863,rolande.spickerman@spickerman.com,30,Female,IT / Computer professionals 
100132,Howard,Paulas,"Paulas, Howard","Asendorf, J Alan Esq",866 34th Ave,Denver,Denver,CO,80231,303-623-4241,303-692-3118,hpaulas@gmail.com,46,Male,Market research analysts 
100133,Kimbery,Madarang,"Madarang, Kimbery","Silberman, Arthur L Esq",798 Lund Farm Way,Rockaway,Morris,NJ,7866,973-310-1634,973-225-6259,kimbery_madarang@cox.net,51,Male,Nurses 
